text,sumber
"udh berminggu2 ga bisa ngrasa seneng, ketawa, jg rasanya hampa 💔",twitter
"udh di titik jenuh bgt, smua terasa berat ga ada yg ringan",twitter
"putus asa amat, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
"putus asa amat, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah 😞",twitter
"beban deadline kerjaan numpuk, gw mau meledak, rasanya",twitter
"susah banget tidur belakangan ini, setiap mau tidur, tiba2 anxiety",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali 😢",twitter
"stress poll deadline numpuk smua minta beberapa hari ini, otak gw uda ga jalan :(",twitter
"ga mau ketemu siapapun, gamau ngomong, mau sendiri aja nangis 😢",twitter
"gelisah trs dr kmrn malem, entah knp tiba2 ngrasa takut ga jelas gt 😴",twitter
"ga bs dapet tidur yg berkualitas, trs kebangun tengah malem :(",twitter
"udh ga ngrasa apa2 lg, kosong banget dalem sini, sedih jg ga, bs 😰",twitter
"kerja keras trs tp ga ada apresiasi, cape parah sm kondisi ini",twitter
"nervous poll sebelum kuliah, perut mual deg2an",twitter
"overthinking trs smpe, ga bs tidur, besok ada masalah keluarga tp malah kepikiran yg bukan2",twitter
"jam segini masih melek pdhl besok pagi hrs sidang, capek parah",twitter
"jam segini masih melek pdhl besok pagi hrs kuliah, capek poll 😰",twitter
"udh 3 hari ini tidur, kurang dr 3 jam, badan ga kuat",twitter
"gelisah trs dr tadi siang, entah knp tiba2 ngrasa takut ga jelas gt huhu",twitter
"udh ga ngrasa apa2, lg, kosong amat dalem sini, sedih jg ga bs",twitter
"gw gabisa tidur dr seminggu lalu, pikiran muter2 ga brenti, ttg hubungan",twitter
"tiap hari ada aja masalah baru, ga sempet napas udh dateng lg yg baru, 😭😭",twitter
"kelelahan poll tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"tekanan dr segala arah, dari ortu, dosen pacar, mau kabur rasanya",twitter
"ngerasa hampa poll, udh lama ga bs seneng sama sekali capek hidup",twitter
"ga bs dapet tidur yg berkualitas, trs kebangun tengah malem 😴",twitter
"males ngapa2in, bangun tidur aja cape bgt, pengen ilang aja",twitter
capek pura2 baik2 aja pdhal dalem sini hancur parah :(,twitter
"ngrasa disconnect sama diri sendiri, kayak, liat hidup dr luar",twitter
"panik poll tadi ujian, tangan gemetaran keringetan malu bngt",twitter
"burnout parah, udh sebulan kerja keras tp hasilnya nihil kecewa poll",twitter
"nervous amat sebelum presentasi, perut mual, deg2an",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help 😞",twitter
"overwhelmed parah, to-do list makin panjang tp tenaga makin tipis",twitter
"gelisah trs dr beberapa hari ini, entah knp tiba2 ngrasa takut ga, jelas gt",twitter
"tiap malem begadang, bukan krn mau tp emg gabisa tidur :(",twitter
"ngrasa jd beban buat semua, org, mending gw ga ada aja kali ya",twitter
"nangis tiba2 tanpa sebab, udh biasa sih, buat gw skrg",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa jg rasanya hampa 😢",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah amat sih :(",twitter
"stress poll deadline, numpuk smua minta kmrn malem, otak gw uda ga jalan 💔",twitter
"tertekan banget sm ekspektasi ortu, capek, ngejar standar org lain mulu 💔",twitter
"udh 3 hari ini tidur kurang dr 3 jam, badan ga kuat 😰",twitter
"jam segini masih melek pdhl besok pagi hrs ujian, capek bgt :(",twitter
"setiap bangun pagi ngerasa berat poll, gamau ngapa2in pengen tiduran aja",twitter
"setiap bangun pagi, ngerasa berat banget, gamau ngapa2in pengen tiduran aja",twitter
"panic attack lagi,, napas sesak jantung mau copot tolong 🤯",twitter
"ga ada energi buat, ngapa2in, makan aja males apalagi keluar 😞",twitter
"tiap malem begadang, bukan krn, mau tp emg gabisa tidur",twitter
"ngrasa jd beban buat semua org, mending gw ga ada aja kali ya",twitter
"khawatir kalo nilai ga, sesuai rencana, parno bgt jadinya",twitter
"nangis di kamar mandi, biar ga ketauan, sendirian amat huhu",twitter
"gabisa tidur dr dua hari lalu, badan cape parah tp otak ga mau berhenti",twitter
"pusing poll, semua hal dateng, barengan, gamau mikir apa2 lg",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr, luar 😰",twitter
"ngrasa invisible aja pdhl lg di keramaian, ga, ada yg liat gw",twitter
"was2 parah nunggu hasil meeting, deg2an sampe, ga napsu makan",twitter
"deadline kmrn tp, belom mulai, stress gw tingkat dewa udh",twitter
"capek amat sm tuntutan yg ga ada abisnya, gw, jg manusia bkn robot",twitter
"pressure dr semua arah, ngerasa mau pecah tp, hrs ttp strong",twitter
"takut gagal poll sampe, gemeteran sblm presentasi",twitter
"udh di titik jenuh parah, smua terasa berat ga ada yg ringan 😰",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup, dr luar",twitter
"udh berminggu2 ga bisa, ngrasa seneng, ketawa jg rasanya hampa",twitter
"ngrasa jd beban buat semua org, mending gw ga ada aja kali ya 😰",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada, habisnya",twitter
"kelelahan banget tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"nangis di kamar mandi biar ga ketauan, sendirian banget 😴",twitter
"frustrasi banget sama kondisi ini, udh usaha tp ga ada perubahan jg",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin 💔",twitter
"was2 parah nunggu hasil pertemuan penting, deg2an sampe ga napsu makan",twitter
"beban keputusan besar numpuk, gw mau, meledak rasanya",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna parah hidup gw slesai :(",twitter
"udh ga ngrasa apa2 lg, kosong poll dalem sini, sedih jg ga bs :(",twitter
"otak gw overload amat, info kebanyakan,, ga bs fokus 😰",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya 🤯",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr luar 😞",twitter
"stress poll deadline numpuk smua minta dua hari lalu, otak gw uda ga jalan 💔",twitter
"udh coba segala cara, buat tidur tp mata ttp melek sampe pagi",twitter
"putus asa bgt, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
"udh berminggu2 ga, bisa ngrasa seneng, ketawa jg rasanya hampa",twitter
"susah parah tidur belakangan ini, setiap mau tidur, tiba2 anxiety",twitter
"ngrasa disconnect sama diri, sendiri, kayak liat hidup dr luar",twitter
capek pura2 baik2 aja pdhal dalem sini hancur parah 😴,twitter
"nervous banget sebelum sidang, perut mual deg2an 💔",twitter
"tiap mau tidur kepikiran macem2, makanya ga, bs tidur",twitter
"ga bs tenang, pikiran muter trs ttg skripsi, anxiety parah",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga enak gt :(",twitter
"kelelahan poll tp ga bs, tidur, badan lemes otak masih jalan terus 😰",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin :(",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada, apa2 help",twitter
"tiap hari ada aja masalah baru, ga sempet napas udh dateng lg yg baru :(",twitter
"udh ga sanggup lg ngejalanin ini semua, capek amat sm rutinitas",twitter
"ga ada semangat, buat ngelakuin apapun, hari2 berat amat",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada habisnya",twitter
rt @user: retweet ini buat keberuntungan,twitter
"setiap bangun pagi ngerasa berat banget, gamau ngapa2in pengen tiduran aja 😞",twitter
"kebangun jam 3 trs, ga bs tidur lg sampe pagi, stress jdnya",twitter
"putus asa banget, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
follow @akunjualan dapat cashback,twitter
"nervous poll sebelum meeting, perut mual deg2an",twitter
"jam segini masih melek pdhl besok pagi hrs presentasi, capek bgt 😭😭",twitter
"panic attack lagi, napas sesak jantung mau copot tolong",twitter
"tekanan dr segala, arah, dari ortu dosen pacar, mau kabur rasanya",twitter
"jam segini masih melek pdhl besok pagi hrs meeting, capek banget",twitter
"kelelahan amat tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain, jg sia2 aja 😢",twitter
"kerja keras trs tp ga ada apresiasi, cape banget, sm kondisi ini 🤯",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa jg rasanya hampa 😰",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga enak gt 💔",twitter
"tiap mau tidur, kepikiran interview, anxiety naik trs",twitter
"kelelahan bgt tp ga bs tidur, badan lemes otak masih jalan terus 🤯",twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala tiap pagi 😭😭",twitter
"kelelahan bgt tp ga bs tidur, badan lemes otak masih jalan terus huhu",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong 🤯",twitter
"ga bs tenang, pikiran muter trs ttg hasil test, anxiety parah",twitter
@collegemenfess kak boleh kirim curhatan ga?,twitter
"khawatir poll sama ekspektasi org lain ini, takut org tua kecewa",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin 😰",twitter
"tiap mau tidur kepikiran hubungan, anxiety naik trs :(",twitter
"insomnia kumat lg, tiap malem cuma rebahan, sambil nangis 💔",twitter
"deadline dua hari lalu tp belom mulai, stress gw tingkat dewa udh 😰",twitter
"beban ekspektasi org lain numpuk, gw mau meledak rasanya 😞",twitter
"overthinking trs smpe ga bs tidur, besok ada hubungan tp malah kepikiran yg bukan2",twitter
"beban ekspektasi org lain numpuk, gw mau meledak rasanya",twitter
"khawatir kalo skripsi ga sesuai rencana, parno bgt jadinya",twitter
"jam segini masih melek pdhl besok pagi hrs ujian, capek amat",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna poll hidup gw slesai",twitter
"udh minum susu,, matiin hp, tp tetep aja melek sampe subuh",twitter
"tertekan poll sm ekspektasi ortu, capek ngejar standar org lain mulu 🤯",twitter
"khawatir kalo hubungan, ga sesuai rencana, parno bgt jadinya",twitter
"gw gabisa tidur dr tdi malem, pikiran muter2 ga brenti ttg hasil test",twitter
"ga bisa fokus sm, sekali, pikiran kemana2 overthinking parah parah sih 😰",twitter
"jantung berdebar trs, dr beberapa hari ini, badan jg ikut tegang semua",twitter
"ngerasa trapped di situasi, yg ga bs gw kontrol, stress bgt",twitter
"udh jam 3 pagi masih melek, besok ada kuliah tp mata ga mau tutup",twitter
"tertekan bgt sm ekspektasi ortu, capek ngejar standar org, lain mulu 💔",twitter
"frustrasi bgt sama kondisi, ini, udh usaha tp ga ada perubahan jg :(",twitter
"males ngapa2in, bangun tidur, aja cape amat, pengen ilang aja",twitter
"males ngapa2in, bangun tidur aja, cape bgt, pengen ilang aja huhu",twitter
"otak gw overload amat, info kebanyakan, ga bs fokus",twitter
"pressure dr semua arah, ngerasa mau pecah tp, hrs ttp strong 💔",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga, enak gt huhu",twitter
"ngrasa jd beban buat semua org, mending gw ga ada aja, kali ya",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah banget sih",twitter
"tiap mau tidur kepikiran macem2, makanya, ga bs tidur 💔",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali 😭😭",twitter
"ga ada energi buat ngapa2in, makan aja males apalagi keluar 😢",twitter
"udh ga sanggup, lg ngejalanin ini semua, capek bgt sm rutinitas 💔",twitter
"ga mau ketemu siapapun, gamau ngomong, mau sendiri, aja nangis 😴",twitter
"setiap bangun pagi ngerasa berat amat,, gamau ngapa2in pengen tiduran aja",twitter
"pusing bgt, semua hal dateng barengan, gamau mikir apa2 lg",twitter
"overwhelmed parah, to-do list makin, panjang tp tenaga makin tipis",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2, ga ada habisnya",twitter
"capek pura2 baik2, aja pdhal dalem sini hancur bgt",twitter
"tiap mau tidur kepikiran hubungan, anxiety naik trs",twitter
"khawatir kalo deadline kerjaan ga sesuai rencana, parno bgt jadinya huhu",twitter
"panik banget tadi meeting, tangan gemetaran keringetan malu, bngt",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat banget",twitter
"udh jam 3 pagi masih melek, besok ada pertemuan penting tp mata ga mau tutup huhu",twitter
"panik banget tadi pertemuan penting, tangan gemetaran keringetan malu bngt 😭😭",twitter
"beban interview numpuk,, gw mau meledak rasanya",twitter
"nangis tiba2 tanpa sebab, udh biasa sih buat, gw skrg 😢",twitter
"ngrasa invisible aja pdhl lg di keramaian, ga ada yg liat gw huhu",twitter
"khawatir kalo pekerjaan ga sesuai, rencana, parno bgt jadinya huhu",twitter
"beban keputusan besar numpuk, gw mau meledak rasanya",twitter
"capek amat sm tuntutan yg, ga ada abisnya, gw jg manusia bkn robot",twitter
"nangis tiba2 tanpa sebab, udh biasa sih buat gw skrg",twitter
"takut gagal bgt sampe gemeteran, sblm kuliah",twitter
"nangis tiba2 tanpa sebab, udh biasa, sih buat gw skrg :(",twitter
"cemas amat mikirin tugas kuliah, ga bisa berhenti mikir",twitter
"deadline beberapa hari ini tp belom mulai, stress gw tingkat dewa udh",twitter
"ngerasa hampa parah, udh lama ga bs seneng sama sekali capek hidup",twitter
"deadline tadi siang tp belom mulai, stress gw tingkat dewa udh",twitter
"overthinking trs smpe ga bs tidur, besok ada, presentasi tp malah kepikiran yg bukan2",twitter
"panic attack lagi, napas sesak jantung mau copot tolong :(",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat bgt 😞",twitter
"insomnia kumat lg, tiap, malem cuma rebahan sambil nangis",twitter
"capek banget sm tuntutan yg ga ada abisnya, gw jg manusia bkn robot",twitter
"kelelahan amat tp ga bs tidur, badan lemes otak masih jalan terus 😰",twitter
"capek pura2 baik2 aja pdhal dalem sini hancur, banget :(",twitter
"nervous poll mau ketemu org baru, sosial anxiety gw emg parah",twitter
"udh di titik, jenuh bgt, smua terasa berat ga ada yg ringan 💔",twitter
"khawatir kalo interview ga sesuai rencana, parno bgt jadinya 😰",twitter
"burnout parah, udh, sebulan kerja keras tp hasilnya nihil kecewa parah",twitter
"tekanan dr segala arah, dari ortu dosen pacar,, mau kabur rasanya",twitter
"jam segini masih, melek pdhl besok pagi hrs interview, capek parah",twitter
"otak gw overload poll, info kebanyakan, ga bs fokus",twitter
"ga ada energi buat ngapa2in, makan aja males apalagi keluar",twitter
mata udh berat poll tp begitu rebahan langsung melek lg,twitter
"ngrasa sendirian parah, pdhl dikelilingin banyak org, ngga ada yg ngerti gw 😴",twitter
"udh di titik jenuh bgt, smua terasa berat ga ada yg ringan 🤯",twitter
@collegemenfess kak boleh kirim curhatan ga?,twitter
"gabisa tidur dr kmrn malem, badan cape amat, tp otak ga mau berhenti 😭😭",twitter
"gw gabisa tidur dr tadi siang, pikiran muter2 ga brenti ttg sidang skripsi",twitter
"males ngapa2in, bangun tidur aja cape poll, pengen ilang aja 😞",twitter
"jam segini masih melek pdhl besok pagi hrs sidang, capek banget",twitter
aq bngung banget mo nangis krn skripsi mulu ttg masa depan :(,twitter
"nervous bgt sebelum kerja, perut mual deg2an",twitter
"udh lama ga ngrasa bahagia, beneran, semua kerasa palsu",twitter
"khawatir kalo deadline kerjaan ga sesuai rencana, parno, bgt jadinya",twitter
"takut gagal bgt sampe gemeteran, sblm meeting",twitter
"jam segini masih melek pdhl besok pagi hrs sidang, capek banget huhu",twitter
"frustrasi banget sama kondisi ini, udh usaha tp ga ada, perubahan jg",twitter
"udh jam 3 pagi masih melek, besok ada sidang tp mata ga mau tutup",twitter
"was2 amat nunggu hasil meeting, deg2an sampe ga napsu makan",twitter
udh coba segala cara buat tidur tp mata ttp melek sampe pagi 😰,twitter
follow @akunjualan dapat cashback,twitter
"ngrasa gagal trs,, ga pernah cukup apapun yg gw lakuin :(",twitter
"capek bgt sm tuntutan yg ga ada abisnya, gw jg manusia bkn robot",twitter
"udh di titik jenuh poll, smua terasa berat ga ada yg ringan 💔",twitter
"ngrasa sendirian bgt pdhl dikelilingin banyak org, ngga ada yg ngerti gw",twitter
"ngerasa hampa parah, udh lama ga bs seneng sama sekali capek hidup :(",twitter
"was2 parah nunggu hasil sidang, deg2an sampe ga napsu, makan",twitter
"putus asa bgt, udh nyoba banyak hal tp ga ada yg berhasil pengen, nyerah",twitter
"rebahan dr jam 11, tp baru ketiduran subuh, badan ancur parah 💔",twitter
"nervous amat sebelum kerja, perut mual deg2an huhu",twitter
"tiap malem begadang, bukan krn mau tp emg gabisa tidur 😰",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr luar 😭😭",twitter
"kerja keras trs tp ga ada apresiasi, cape poll sm kondisi ini",twitter
"gw gabisa tidur dr tadi siang, pikiran muter2 ga brenti ttg masa depan",twitter
"udh jam 3 pagi masih melek, besok ada pertemuan penting tp mata ga mau tutup 😭😭",twitter
"ga ada energi buat ngapa2in,, makan aja males apalagi keluar",twitter
"nervous parah sebelum sidang, perut mual deg2an",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah bgt sih",twitter
"takut bgt sama future gw, smua org keliatan sukses, cuma gw doang yg stuck",twitter
"ga bs tenang, pikiran muter trs ttg nilai,, anxiety parah",twitter
"ga bs tenang, pikiran muter trs ttg deadline kerjaan, anxiety parah",twitter
"nervous parah sebelum kuliah, perut mual deg2an 🤯",twitter
"was2 bgt nunggu hasil ujian,, deg2an sampe ga napsu makan",twitter
"udh ga ngrasa apa2 lg, kosong poll dalem, sini, sedih jg ga bs 😴",twitter
"badan udh minta, istirahat tp pikiran malah makin aktif pas mau tidur 😢",twitter
"deadline dua hari lalu tp belom mulai, stress gw tingkat dewa udh",twitter
"stress poll deadline numpuk smua minta tadi siang, otak gw uda ga jalan",twitter
"kelelahan parah tp ga bs tidur, badan lemes otak masih jalan terus 😢",twitter
"ngerasa exhausted tp ttp ga bs, tidur, ini paling nyiksa sih",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong",twitter
"tiap mau tidur kepikiran sidang skripsi, anxiety naik, trs",twitter
"udh coba segala cara buat tidur, tp mata ttp melek sampe pagi",twitter
"ngrasa disconnect sama diri sendiri, kayak, liat hidup dr luar 😞",twitter
"frustrasi amat sama kondisi ini, udh usaha tp ga ada perubahan jg",twitter
rt @user: retweet ini buat keberuntungan,twitter
follow @akunjualan dapat cashback,twitter
"susah parah tidur belakangan ini, setiap mau tidur tiba2 anxiety",twitter
capek pura2 baik2 aja pdhal dalem sini hancur banget 😰,twitter
"kelelahan poll tp ga bs, tidur, badan lemes otak masih jalan terus",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna poll hidup gw slesai 😴",twitter
"ngerasa exhausted tp ttp ga bs tidur, ini paling nyiksa sih 😴",twitter
"susah bgt tidur belakangan ini, setiap mau tidur tiba2 anxiety, 😴",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama, sekali",twitter
"udh jam 3 pagi masih melek, besok ada interview tp mata ga mau tutup",twitter
"stress level gw udah tinggi, mau, healing tp ga ada waktu sama sekali 😴",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah bgt sih huhu",twitter
"kelelahan bgt tp ga bs tidur, badan lemes otak masih jalan terus 😞",twitter
promo!! diskon 50% buruan order skrg,twitter
capek pura2 baik2 aja pdhal dalem sini hancur poll 😭😭,twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr luar :(",twitter
"ga bs dapet, tidur yg berkualitas, trs kebangun tengah malem huhu",twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala, tiap pagi 😴",twitter
"stress level gw udah tinggi, mau healing tp ga, ada waktu sama sekali 💔",twitter
"ga mau ketemu siapapun, gamau ngomong, mau sendiri aja nangis",twitter
"pola tidur gw, rusak parah, tidur jam 4 bangun jam 12 tiap hari 💔",twitter
"udh jam 3 pagi masih melek,, besok ada pertemuan penting tp mata ga mau tutup",twitter
promo!! diskon 50% buruan order skrg,twitter
"khawatir kalo masa depan ga sesuai rencana, parno bgt jadinya 😭😭",twitter
"jantung berdebar trs dr kmrn, badan jg ikut tegang semua 🤯",twitter
"ga ada energi buat ngapa2in, makan aja males apalagi keluar 😴",twitter
"was2 poll nunggu hasil pertemuan penting, deg2an sampe ga napsu makan",twitter
"rebahan dr jam 11 tp baru ketiduran subuh, badan ancur bgt 😞",twitter
"nervous amat sebelum presentasi, perut mual deg2an",twitter
"putus asa poll, udh nyoba banyak hal tp, ga ada yg berhasil pengen nyerah 😰",twitter
"kerja keras trs tp ga ada apresiasi, cape bgt sm kondisi ini",twitter
"deadline kmrn tp belom mulai, stress gw tingkat, dewa udh",twitter
"ngerasa hampa bgt, udh lama ga, bs seneng sama sekali capek hidup",twitter
"panic attack lagi, napas sesak jantung mau copot tolong 😞",twitter
"nervous poll mau ketemu org baru,, sosial anxiety gw emg parah",twitter
"putus asa bgt, udh nyoba banyak, hal tp ga ada yg berhasil pengen nyerah",twitter
"gabisa tidur dr tdi malem, badan cape banget tp otak ga mau berhenti",twitter
"nangis tiba2 tanpa sebab,, udh biasa sih buat gw skrg 🤯",twitter
"insomnia kumat lg, tiap malem cuma, rebahan sambil nangis 😞",twitter
"setiap bangun pagi, ngerasa berat parah, gamau ngapa2in pengen tiduran aja 💔",twitter
"nangis di kamar mandi biar ga ketauan, sendirian amat 🤯",twitter
"cemas bgt mikirin deadline kerjaan, ga bisa berhenti mikir",twitter
"rebahan dr jam 11 tp baru ketiduran subuh, badan ancur parah 💔",twitter
"panic attack lagi, napas sesak jantung mau, copot tolong :(",twitter
"gabisa tidur dr kmrn, badan cape banget tp otak ga mau berhenti 😴",twitter
promo!! diskon 50% buruan order skrg,twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur rasanya 😢",twitter
"udh jam 3 pagi masih melek, besok ada kuliah tp mata ga mau tutup 😴",twitter
"ga bs dapet tidur yg berkualitas, trs kebangun, tengah malem",twitter
"udh ga ngrasa apa2, lg, kosong parah dalem sini, sedih jg ga bs",twitter
"overwhelmed parah, to-do list makin panjang tp tenaga makin tipis :(",twitter
"capek bgt sm tuntutan yg, ga ada abisnya, gw jg manusia bkn robot 😢",twitter
"beban masa depan numpuk,, gw mau meledak rasanya",twitter
"pressure dr semua arah, ngerasa mau pecah, tp hrs ttp strong 😢",twitter
"ngrasa disconnect sama diri sendiri, kayak liat, hidup dr luar",twitter
"takut amat sama future gw, smua, org keliatan sukses cuma gw doang yg stuck 😰",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah banget sih :(",twitter
"stress poll deadline numpuk, smua minta kmrn malem, otak gw uda ga jalan",twitter
"overthinking trs smpe ga bs tidur, besok ada presentasi tp malah kepikiran yg bukan2 💔",twitter
"ga ada semangat buat ngelakuin apapun, hari2, berat parah",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya",twitter
"was2 amat nunggu hasil, presentasi, deg2an sampe ga napsu makan",twitter
"ga bs tenang, pikiran muter trs ttg nilai, anxiety parah",twitter
"khawatir kalo ujian ga sesuai rencana, parno bgt jadinya",twitter
"males ngapa2in, bangun tidur, aja cape parah, pengen ilang aja 🤯",twitter
"kebangun jam 3 trs ga bs tidur, lg sampe pagi, stress jdnya 😭😭",twitter
"udh ga sanggup lg ngejalanin ini semua, capek, amat sm rutinitas",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat amat 😞",twitter
"insomnia gw makin parah belakangan ini,, sampe sakit kepala tiap pagi",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali 😰",twitter
"ngrasa disconnect sama diri sendiri,, kayak liat hidup dr luar",twitter
"gabisa tidur dr beberapa hari ini, badan cape banget tp otak ga mau berhenti",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help",twitter
"gw gabisa tidur dr dua hari lalu, pikiran muter2 ga brenti ttg pekerjaan 😞",twitter
"ga bs dapet, tidur yg berkualitas, trs kebangun tengah malem 😴",twitter
"otak gw overload poll, info kebanyakan, ga bs fokus :(",twitter
"setiap bangun pagi ngerasa berat bgt, gamau ngapa2in pengen, tiduran aja",twitter
badan udh minta istirahat tp pikiran malah makin aktif pas mau tidur 😭😭,twitter
"udh ga ngrasa apa2 lg, kosong amat dalem sini, sedih jg ga bs",twitter
https://t.co/abcxyz @collegemenfess check this out!!!,twitter
"tiap hari ada aja masalah baru, ga sempet napas udh dateng lg yg baru",twitter
"was2 banget nunggu hasil meeting, deg2an sampe ga napsu makan",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna bgt hidup gw slesai",twitter
"mata udh berat parah, tp begitu rebahan langsung melek lg",twitter
"ngerasa hampa poll, udh lama ga bs seneng sama sekali capek hidup huhu",twitter
"udh minum susu, matiin hp, tp tetep aja melek sampe subuh",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat amat",twitter
"tertekan banget sm ekspektasi ortu, capek ngejar standar org lain mulu 😴",twitter
"males ngapa2in, bangun tidur aja cape, parah, pengen ilang aja 😰",twitter
"putus asa bgt, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah :(",twitter
"kelelahan amat tp ga, bs tidur, badan lemes otak masih jalan terus",twitter
follow @akunjualan dapat cashback,twitter
"ngerasa trapped di situasi, yg ga bs gw kontrol, stress poll",twitter
"pola tidur gw rusak parah, tidur jam 4 bangun jam 12 tiap hari 😞",twitter
"udh di titik jenuh parah, smua terasa berat ga ada yg ringan",twitter
"ngerasa ga kuat lg nanggung smua sendirian, terlalu banyak huhu",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna, banget hidup gw slesai",twitter
"males ngapa2in, bangun tidur aja cape amat, pengen ilang aja",twitter
rt @user: retweet ini buat keberuntungan,twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah parah sih huhu",twitter
mata udh berat amat tp begitu rebahan langsung melek lg,twitter
"ga bs dapet tidur yg berkualitas,, trs kebangun tengah malem 💔",twitter
"gabisa tidur dr tadi siang, badan cape bgt tp otak ga mau berhenti",twitter
"udh jam 3 pagi masih melek, besok ada presentasi tp mata ga mau tutup",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help huhu",twitter
"nervous amat sebelum meeting, perut mual deg2an",twitter
capek pura2 baik2 aja pdhal dalem sini hancur bgt,twitter
"capek banget sm, tuntutan yg ga ada abisnya, gw jg manusia bkn robot",twitter
@collegemenfess kak boleh kirim curhatan ga?,twitter
"udh berminggu2 ga bisa ngrasa, seneng, ketawa jg rasanya hampa 😰",twitter
"ngrasa sendirian bgt pdhl dikelilingin banyak org, ngga ada yg ngerti gw 🤯",twitter
"jam segini masih melek pdhl besok pagi hrs, kuliah, capek amat",twitter
"tiap mau tidur kepikiran macem2, makanya ga bs tidur",twitter
"nervous poll mau ketemu org baru, sosial anxiety gw emg parah :(",twitter
"nangis di kamar mandi biar ga ketauan, sendirian amat 😭😭",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat amat 😭😭",twitter
follow @akunjualan dapat cashback,twitter
"udh coba segala cara buat tidur tp, mata ttp melek sampe pagi 😰",twitter
"panik banget tadi kerja, tangan gemetaran keringetan malu bngt",twitter
"udh ga ngrasa apa2, lg, kosong parah dalem sini, sedih jg ga bs :(",twitter
"takut gagal amat sampe, gemeteran sblm interview 😢",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya 😢",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain jg sia2 aja 😞",twitter
"pusing poll, semua hal dateng barengan, gamau mikir apa2 lg",twitter
"beban tugas kuliah numpuk, gw mau meledak rasanya",twitter
capek pura2 baik2 aja pdhal dalem sini hancur banget,twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur rasanya 😴",twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala tiap pagi :(",twitter
